,budget,top_genre,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,cast,crew,all_genres
1790,42000000,Drama,2057,"women, sex, cuba, eroticism, lover (female), passion, coffee grower, sin, denunciation",en,Original Sin,"A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp",14.831401999999999,Metro-Goldwyn-Mayer (MGM),"France, United States of America",8/3/2001,35402320,118.0,"English, Deutsch, 日本語, Latin, Español",Released,This is not a love story - it's a story about love.,Original Sin,5.8,198,"Angelina Jolie, Antonio Banderas, Gregory Itzin, Jack Thompson, Allison Mackie, Joan Pringle, Cordelia Richards, Thomas Jane, James Haven, Lisa Owen","Rodrigo Prieto, Denise Di Novi, Terence Blanchard, Cornell Woolrich, Cornell Woolrich, Michael Cristofer, Michael Cristofer, Kate Guinzburg, Carol Lees, Eric A. Sears","Drama, Thriller, Mystery, Romance"
1791,26000000,Crime,70436,"poison, blackmail, masked ball, historical figure, buried alive, serial killer, deadline, edgar allan poe, newspaper review, baltimore maryland",en,The Raven,"A fictionalized account of the last days of Edgar Allan Poe's life, in which the poet is in pursuit of a serial killer whose murders mirror those in the writer's stories.",22.520842000000002,Relativity Media,"Hungary, Serbia, Spain, United States of America",3/9/2012,29657751,111.0,English,Released,The only one who can stop a serial killer is the man who inspired him.,The Raven,6.1,426,"John Cusack, Luke Evans, Alice Eve, Brendan Gleeson, Kevin McNally, Oliver Jackson-Cohen, Jimmy Yuill, Pam Ferris, Brendan Coyle, Dave Legeno","Lucinda Syson, Aaron Ryder, Niven Howie, Roger Ford, Kerrie Brown, James McTeigue, James D. Stern, Carlo Poggioli, Frank Walsh, Elaine Grainger","Crime, Thriller, Mystery"
1793,26000000,Action,8011,"japan, new york, scotland, morocco, good and bad",en,Highlander III: The Sorcerer,"Starts off in the 15th century, with Connor McLeod (Christopher Lambert) training with another immortal swordsman, the Japanese sorcerer Nakano (Mako). When an evil immortal named Kane (Mario Van Peebles) kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.",7.9644509999999995,"Trans-Film, Initial Groupe, Lumière Pictures, Fallingcloud","Canada, France, United Kingdom",11/29/1994,36800000,99.0,English,Released,"Throughout time they have hunted each other fulfilling the prophecy, that there can be only one.",Highlander: The Final Dimension,4.5,110,"Christopher Lambert, Mario Van Peebles, Deborah Kara Unger, Mako, Martin Neufeld, Daniel Do, Michael Jayston, Louis Bertignac","Brad Mirman, Paul Ohl, Steven Chivers, William N. Panzer, Andrew Morahan","Action, Fantasy, Science Fiction"
1794,26000000,Crime,31640,"robbery, gun, fight, love, murder, heist, theft, diamond, neo-noir",en,Blood and Wine,"A man who has failed as a father and husband commits a heist to make money for his fledging business, but things become complicated when his wife interferes.",1.492056,"Fox Searchlight Pictures, Marmont Productions, Blood & Wine Productions, Majestic Films International","United Kingdom, United States of America",10/3/1996,0,101.0,English,Released,There is no honour amongst thieves.,Blood and Wine,5.5,34,"Jack Nicholson, Stephen Dorff, Jennifer Lopez, Judy Davis, Michael Caine, Harold Perrineau, Robyn Peterson, Mike Starr","Dianne Crittenden, Bernard Williams, Jeremy Thomas, Richard Sylbert, Michał Lorenc, Newton Thomas Sigel, Lindy Hemming, Bud Davis, Bob Rafelson, Bob Rafelson","Crime, Drama, Thriller"
1795,26000000,Fantasy,9092,"jealousy, toxication, castle, step mother, fairy-tale figure, apple, middle ages, mirror, nobility",en,Snow White: A Tale of Terror,"Based somewhat more authentically on the Grimm Brothers' story of a young woman who is unliked by her stepmother, the film includes the talking mirror, a poisoned apple, and some ruffian gold (not diamond) miners (and they aren't dwarfs or cute). It takes place at the time of the Crusades, and depicts the attitudes of the wealthy and the peasant classes toward one another.",4.810621,"Interscope Communications, Polygram Filmed Entertainment",United States of America,7/18/1997,0,100.0,English,Released,The fairy tale is over.,Snow White: A Tale of Terror,6.0,62,"Sigourney Weaver, Sam Neill, Monica Keena, Gil Bellows, Brian Glover, David Conrad, Anthony Brophy, Andrew Tiernan, Taryn Davis","Bill Coe, Charles Knode, Peter Russell, Scott Kroopf, Tom Engelman, Ted Field, John Ottman, Gemma Jackson, Adam O'Neill, Peter Walpole","Fantasy, Horror"
1796,0,Comedy,2779,"hypnosis, independent film",en,The Curse of the Jade Scorpion,"CW Briggs is a veteran insurance investigator, with many successes. Betty Ann Fitzgerald is a new employee in the company he works for, with the task of reorganizing the office. They don't like each other - or at least that's what they think. During a night out with the rest of the office employees, they go to watch Voltan, a magician who secretly hypnotizes both of them.",9.317264999999999,"DreamWorks SKG, Gravier Productions","Germany, United States of America",8/5/2001,0,103.0,"English, Polski",Released,Love stings,The Curse of the Jade Scorpion,6.5,165,"Dan Aykroyd, Helen Hunt, Woody Allen, Charlize Theron, David Ogden Stiers, Brian Markinson, John Tormey, John Schuck, Elizabeth Berkley, Kaili Vernoff","Juliet Taylor, Woody Allen, Woody Allen, Alisa Lepselter, Letty Aronson, Stephen Tenenbaum, Helen Robin, Laura Rosenthal, Santo Loquasto, Zhao Fei","Comedy, Crime, Mystery, Romance, Thriller"
1797,26000000,Romance,316002,"one-night stand, romantic comedy, accidental love",en,Accidental Love,"A small town waitress gets a nail accidentally lodged in her head causing unpredictable behavior that leads her to Washington, DC.  Sparks fly when she meets a clueless young senator who takes up her cause - but what happens when love interferes with what you stand for?",5.644844,K. JAM Media,United States of America,2/10/2015,0,100.0,English,Released,Sometimes you nail love. Sometimes it nails you.,Accidental Love,3.9,95,"Jake Gyllenhaal, Jessica Biel, James Marsden, Catherine Keener, Paul Reubens, Kirstie Alley, James Brolin, Tracy Morgan, Malinda Williams, Kurt Fuller","Judy Becker, Dennis Bradford, David O. Russell, John Swihart, Kristin Gore, Stephen Greene","Romance, Comedy"
1798,25530000,Adventure,36355,"dolphin, florida, florida keys, summer",en,Flipper,"Sandy Ricks is sent by his mom to Coral Key, a rustic island in the Florida keys, to spend the summer with his uncle Porter Ricks. Sandy dislikes everything about his new environment until a new friend comes into his life, a dolphin named Flipper, that brings uncle and nephew together and leads Sandy on the summer adventure of a lifetime.",4.475007,"Universal Pictures, The Bubble Factory, American Films",United States of America,5/17/1996,20080020,95.0,English,Released,This summer it's finally safe to go back in the water.,Flipper,5.3,84,"Elijah Wood, Paul Hogan, Jonathan Banks, Jason Fuchs, Robert Deacon, Luke Halpin, Chelsea Field","Alan Shapiro, Alan Shapiro","Adventure, Family"
1799,26000000,Science Fiction,238615,"lie, immortality, terminal illness, laboratory, cancer, doctor, body-swap, death, rich, false memory",en,Self/less,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,66.097437,"Endgame Entertainment, Ram Bergman Productions",United States of America,7/10/2015,30523226,116.0,English,Released,God Created Man. Man Created Immortality.,Self/less,6.3,1091,"Ryan Reynolds, Ben Kingsley, Natalie Martinez, Matthew Goode, Michelle Dockery, Melora Hardin, Victor Garber, Sam Page, Derek Luke, Mariana Paola Vicente","Cindy Carr, Mary Vernieu, Richard Henderson, Antonio Pinto, Shay Cunliffe, Debra Schutt, James D. Stern, Venus Kanani, Tim Beach, Brendan Galvin","Science Fiction, Mystery, Thriller"
1800,25000000,Drama,1985,"aids, diplomat, nairobi, politician, pharmaceutical industry, cancer, morgue, genocide in rwanda",en,The Constant Gardener,"Justin Quayle is a low-level British diplomat who has always gone about his work very quietly, not causing any problems. But after his radical wife Tessa is killed he becomes determined to find out why, thrusting himself into the middle of a very dangerous conspiracy.",20.679651999999997,"Studio Babelsberg, Epsilon Motion Pictures, UK Film Council, Scion Films, Focus Features, Blue Sky Films, Potboiler Productions","China, Germany, United Kingdom, United States of America",8/31/2005,82466670,129.0,"Deutsch, English, Italiano, Kiswahili",Released,Love. At any cost.,The Constant Gardener,6.8,417,"Ralph Fiennes, Rachel Weisz, Danny Huston, Bill Nighy, Donald Sumpter, Pete Postlethwaite, Richard McCabe, Hubert Koundé, Daniele Harford, Bernard Otieno Oduor","Alberto Iglesias, Mark Tildesley, Robert Jones, Fernando Meirelles, Donald Ranvaud, César Charlone, Jeffrey Caine, Henning Molfenter, Armin Sauer, Claire Simpson","Drama, Mystery, Thriller"
1801,30000000,Drama,615,"christianity, jewry, roman empire, jesus christ, suffering, apostle, last supper, roman, bible, mission",en,The Passion of the Christ,"""The Passion of the Christ"" is a film about the last 12 hours in the life of Jesus. Director Mel Gibson received much criticism from critics and audiences for his explicit depiction of and focus on violence and on christs suffering, especially on the part of the jewish community. The films languages are Arabic, Latin and Hebrew and its actors are laymen which was controversially received as well.",38.171417,"Icon Productions, Twentieth Century Fox Film Corporation",United States of America,2/25/2004,611899420,127.0,"עִבְרִית, Latin",Released,"By his wounds, we were healed.",The Passion of the Christ,6.9,864,"Jim Caviezel, Maia Morgenstern, Monica Bellucci, Rosalinda Celentano, Sergio Rubini, Francesco Cabras, Christo Jivkov, Francesco De Vito, Mattia Sbragia, Toni Bertorelli","John Debney, Mel Gibson, Mel Gibson, Mel Gibson, Bruce Davey, Benedict Fitzgerald, Stephen McEveety, Enzo Sisti, Gingger Shankar, Caleb Deschanel",Drama
1802,25000000,Comedy,788,"san francisco, parents kids relationship, restaurant, nanny, mask, custody battle, fake identity",en,Mrs. Doubtfire,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",30.884534999999996,"Twentieth Century Fox Film Corporation, Blue Wolf",United States of America,11/24/1993,441286195,125.0,English,Released,She makes dinner. She does windows. She reads bedtime stories. She's a blessing... in disguise.,Mrs. Doubtfire,7.0,1591,"Robin Williams, Sally Field, Pierce Brosnan, Harvey Fierstein, Polly Holliday, Lisa Jakub, Matthew Lawrence, Mara Wilson, Robert Prosky, Anne Haney","Angelo P. Graham, Howard Shore, Donald McAlpine, Raja Gosnell, Robin Williams, Janet Hirshenson, Jane Jenkins, Chris Columbus, Mark Radcliffe, Garrett Lewis","Comedy, Drama, Family"
1803,25000000,Drama,380,"individual, mentally disabled, autism, loss of father, yuppie, car dealer, egocentrism, travel, convertible, psychiatrist",en,Rain Man,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,49.510658,"United Artists, Star Partners II Ltd.",United States of America,12/11/1988,412800000,133.0,"Italiano, English",Released,A journey through understanding and fellowship.,Rain Man,7.6,1709,"Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen, Jack Murdock, Michael D. Roberts, Ralph Seymour, Lucinda Jenney, Bonnie Hunt, Kim Robillard","Hans Zimmer, Linda DeScenna, Louis DiGiaimo, William A. Elliott, Gerald R. Molen, Gerald R. Molen, John Seale, Richard Beggs, Peter Guber, Jon Peters",Drama
1804,33000000,Drama,13223,"rape, war veteran, immigration, priest, gang, old man, teenager, gangster, detroit, widower",en,Gran Torino,"Walt Kowalski is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao, a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.",50.7453,"Village Roadshow Pictures, Malpaso Productions, Gerber Pictures, Warner Bros., Double Nickel Entertainment, Matten Productions, WV Films IV","United States of America, Germany",12/9/2008,269958228,116.0,English,Released,Ever come across somebody you shouldn't have messed with?,Gran Torino,7.8,3086,"Clint Eastwood, Christopher Carley, Bee Vang, Ahney Her, Brian Haley, Geraldine Hughes, Dreama Walker, Brian Howe, John Carroll Lynch, William Hill","Clint Eastwood, Clint Eastwood, Lennie Niehaus, Joel Cox, Bill Coe, Bub Asman, Tom Stern, Deborah Hopper, James J. Murakami, Bruce Berman",Drama
1805,25100000,Drama,10523,"usa, white house, usa president, george w. bush, president, iraq war",en,W.,"Whether you love him or hate him, there is no question that George W. Bush is one of the most controversial public figures in recent memory. W takes viewers through Bushâ€™s eventful life -- his struggles and triumphs, how he found both his wife and his faith, and of course the critical days leading up to Bushâ€™s decision to invade Iraq.",10.445391,"Ixtlan Productions, Emperor Motion Pictures, Global Entertainment Group",United States of America,10/17/2008,29506464,131.0,"Español, English",Released,A life misunderestimated.,W.,6.1,143,"Josh Brolin, Elizabeth Banks, Ellen Burstyn, Ioan Gruffudd, Thandie Newton, Richard Dreyfuss, Scott Glenn, James Cromwell, Jeffrey Wright, Toby Jones","Oliver Stone, Paul Hanson, Stanley Weiser","Drama, History"
1806,25000000,Action,8681,"paris, kidnapping, human trafficking, rescue, prostitution, albanian, missing daughter, ex cia agent",en,Taken,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.",80.879032,"Twentieth Century Fox Film Corporation, M6 Films, Canal+, TPS Star, Grive Productions, EuropaCorp, M6, Wintergreen Productions, All Pictures Media","France, United Kingdom, United States of America",2/18/2008,226830568,93.0,"English, Français, العربية, shqip",Released,They took his daughter.  He'll take their lives.,Taken,7.2,4369,"Liam Neeson, Famke Janssen, Maggie Grace, Katie Cassidy, Holly Valance, Xander Berkeley, Olivier Rabourdin, Leland Orser, Jon Gries, Camille Japy","Luc Besson, Luc Besson, Robert Mark Kamen, Ferne Cassel, Nathalie Cheron, Gilles Conseil, Pierre-Ange Le Pogam, Olivier Bériot, Pierre Morel, Hugues Tissandier","Action, Thriller"
1807,26000000,Drama,239571,high school sweetheart,en,The Best of Me,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,33.93914,Relativity Media,United States of America,10/16/2014,35926213,117.0,English,Released,You never forget your first love.,The Best of Me,7.2,765,"Michelle Monaghan, James Marsden, Liana Liberato, Luke Bracey, Gerald McRaney, Caroline Goodall, Clarke Peters, Sebastian Arcelus, Jon Tenney, Sean Bridgers","Michael Hoffman, Michael Hoffman, Nicholas Sparks, Will Fetters, J. Mills Goodloe","Drama, Romance"
1808,25000000,Thriller,619,"sister sister relationship, anonymous letter, diva, bodyguard, oscar award, los angeles",en,The Bodyguard,"A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.",26.576385,"Tig Productions, Warner Bros., Kasdan Pictures",United States of America,11/25/1992,411006740,129.0,English,Released,Never let her out of your sight. Never let your guard down. Never fall in love.,The Bodyguard,6.1,661,"Whitney Houston, Kevin Costner, Michele Lamar Richards, Ralph Waite, Gary Kemp, Bill Cobbs, Tomas Arana, Mike Starr, Christopher Birt, DeVaughn Nixon","Alan Silvestri, Kevin Costner, Richard A. Harris, Elisabeth Leustig, Lawrence Kasdan, Lawrence Kasdan, Jim Wilson, Jeffrey Beecroft, Lisa Dean, Roy Barnes","Thriller, Action, Drama, Music, Romance"
1809,22000000,Drama,424,"factory, concentration camp, hero, holocaust, world war ii, nazis, defense industry, biography, the holocaust",en,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,104.469351,"Universal Pictures, Amblin Entertainment",United States of America,11/29/1993,321365567,195.0,"Deutsch, Polski, עִבְרִית, English",Released,"Whoever saves one life, saves the world entire.",Schindler's List,8.3,4329,"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz, Malgorzata Gebel, Shmuel Levy, Mark Ivanir, Béatrice Macola","John Williams, Steven Spielberg, Steven Spielberg, Janusz Kamiński, Michael Kahn, Branko Lustig, Juliet Taylor, Steven Zaillian, Gerald R. Molen, Allan Starski","Drama, History, War"
1810,25000000,Drama,50014,"mississippi, based on novel, exploitation, racial segregation, racism, writer, maid, moral courage, ressentiment, southern belle",en,The Help,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",42.191509,"DreamWorks SKG, 1492 Pictures, Participant Productions, Imagenation Abu Dhabi FZ, Reliance Entertainment, Touchstone Pictures","India, United Arab Emirates, United States of America",8/9/2011,124272124,146.0,English,Released,Change begins with a whisper.,The Help,7.8,1910,"Emma Stone, Viola Davis, Octavia Spencer, Bryce Dallas Howard, Jessica Chastain, Mike Vogel, Allison Janney, Sissy Spacek, Chris Lowell, Ahna O'Reilly","Thomas Newman, Kerry Barden, Stephen Goldblatt, Bill Bernstein, Chris Columbus, Mark Radcliffe, Rocky Capella, Curtis Lindersmith, Jim Passon, Sharen Davis",Drama
1811,28000000,Drama,162903,"journalist, biography, internet, information leak, activist",en,The Fifth Estate,"A look at the relationship between WikiLeaks founder Julian Assange and his early supporter and eventual colleague Daniel Domscheit-Berg, and how the website's growth and influence led to an irreparable rift between the two friends.",20.267062,"DreamWorks SKG, Participant Media, Reliance Entertainment, Touchstone Pictures, Anonymous Content","Belgium, United States of America",10/11/2013,8555008,128.0,English,Released,You can't expose the world's secrets without exposing yourself,The Fifth Estate,5.7,364,"Benedict Cumberbatch, Daniel Brühl, Anthony Mackie, David Thewlis, Alicia Vikander, Stanley Tucci, Laura Linney, Carice van Houten, Peter Capaldi, Dan Stevens","Steve Golin, Bill Condon, Michael Sugar, Daniel Domscheidt-Berg, Richard Sharkey, Luke Harding, David Leigh, Josh Singer","Drama, Thriller"
1812,0,Mystery,11024,"detective, monster, engine, based on tv series, dog",en,Scooby-Doo 2: Monsters Unleashed,"When Mystery, Inc. are guests of honor at the grand opening of the Coolsville Museum of Criminology, a masked villain shows up and creates havoc before stealing the costumes of the gang's most notorious villains...Could it be that their nemesis, mad scientist Jonathan Jacobo has returned and is trying to recreate their deadliest foes?",22.644275,"Mosaic Media Group, Warner Bros.",United States of America,3/24/2004,181466833,93.0,English,Released,They came. They saw. They ran.,Scooby-Doo 2: Monsters Unleashed,5.4,500,"Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard, Linda Cardellini, Seth Green, Peter Boyle, Tim Blake Nelson, Alicia Silverstone, Neil Fanning, Pat O'Brien","Charles Roven, Raja Gosnell, Mary Vernieu, David Newman, Shepherd Frankel, Oliver Wood, Alan Glazer, Kent Beyda, Joseph Barbera, Joseph Barbera","Mystery, Fantasy, Adventure, Comedy"
1813,26000000,Thriller,208763,"monster, mystic, church, demon, witchcraft, science, dark fantasy, 3d",ru,Viy,"Early 18th century. Cartographer Jonathan Green undertakes a scientific voyage from Europe to the East. Having passed through Transylvania and crossed the Carpathian Mountains, he finds himself in a small village lost in impassible woods. Nothing but chance and heavy fog could bring him to this cursed place. People who live here do not resemble any other people which the traveler saw before that. The villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world.",7.182761,"Universal Pictures, Ankor-Film","Czech Republic, Russia, Ukraine",1/30/2014,0,127.0,"English, Pусский",Released,The truth is in you,Forbidden Kingdom,4.9,71,"Jason Flemyng, Aleksey Chadov, Agniya Ditkovskite, Yuriy Tsurilo, Olga Zaytseva, Aleksandr Yakovlev, Igor Jijikine, Valeriy Zolotukhin, Nina Ruslanova, Viktor Bychkov","Vladimír Smutný, Oleg Stepchenko, Oleg Stepchenko, Aleksandr Karpov, Nikolai Gogol, Anton Garcia, Gleb Fetisov, Oleg Teterin","Thriller, Adventure, Mystery, Fantasy"
1814,30000000,Horror,6466,"murder, marijuana, teenager, bad dream",en,Freddy vs. Jason,"Evil dream-demon Freddy Krueger devises a plan to manipulate the unstoppable Jason Vorhees into hacking up the teenagers of Elm Street in an effort to make people remember the name Freddy Krueger, thus freeing him from limbo.",26.69592,"New Line Cinema, Cecchi Gori Group Tiger Cinematografica, Avery Pix, Sean S. Cunningham Films, Crystal Lake Entertainment, WTC Productions, Yannix Technology Corporation","Canada, Italy, United States of America",8/15/2003,114908830,97.0,English,Released,Evil Will Battle Evil,Freddy vs. Jason,5.8,594,"Robert Englund, Ken Kirzinger, Jason Ritter, Monica Keena, Lochlyn Munro, Kelly Rowland, Chris Marquette, Brendan Fletcher, Katharine Isabelle, Kyle Labine","Harry Cohen, Matthew Barry, Graeme Revell, Wes Craven, Wes Craven, Robert Shaye, Mark Stevens, Bob Beher, Javier Bennassar, Rose Marie McSherry",Horror
1815,0,Thriller,254024,murder investigation,en,The Face of an Angel,Both a journalist and a documentary filmmaker chase the story of a murder and its prime suspect.,7.336256,"Revolution Films, BBC Films, Cattleya, Vedette Finance, Multitrade, Ypsilon Films","Italy, Spain, United Kingdom",9/6/2014,0,100.0,"English, Français",Released,"Forget the truth, find the story.",The Face of an Angel,4.7,64,"Kate Beckinsale, Cara Delevingne, Daniel Brühl, Ava Acres, Corrado Invernizzi, Genevieve Gaunt, Sai Bennett, Valerio Mastandrea, Andrea Tidona, Peter Sullivan","Michael Winterbottom, Jina Jay, Mary Vernieu, Harry Escott, Melissa Parmenter, Hubert Taczanowski, Paul Viragh, Carly Reddin, Giulia Parigi, Nicky Barron","Thriller, Drama"
1816,25000000,Action,12589,"showdown, gi, villain, genius, alien, rescue, miniaturization, robot, battle, laser gun",en,Jimmy Neutron: Boy Genius,"Jimmy Neutron is a boy genius and way ahead of his friends, but when it comes to being cool, he's a little behind. All until one day when his parents, and parents all over Earth are kidnapped by aliens, it's up to him to lead all the children of the world to rescue their parents.",12.739721000000001,"Nickelodeon Movies, Universal Cartoon Studios, Paramount Animation",United States of America,12/21/2001,80936232,83.0,English,Released,"He may be small, but he's got a big brain!",Jimmy Neutron: Boy Genius,5.6,231,"Debi Derryberry, Megan Cavanagh, Mark DeCarlo, Jeffrey Garcia, Patrick Stewart, Martin Short, Frank Welker, Rob Paulsen, Carolyn Lawrence, Crystal Scales","John Debney, Steve Oedekerk, Steve Oedekerk, J. David Stem, David N. Weiss, Gregory Perler, John A. Davis, John A. Davis, John A. Davis, Keith Alcorn","Action, Adventure, Animation, Comedy, Family, Fantasy, Science Fiction"
1817,25000000,Action,7191,"helicopter, monster, skyscraper, fight, camcorder, panic, chaos, supernatural, quarantine, friends",en,Cloverfield,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",46.942396,"Paramount Pictures, Bad Robot",United States of America,1/15/2008,170764026,85.0,"Pусский, English",Released,Some Thing Has Found Us,Cloverfield,6.4,2251,"Lizzy Caplan, Jessica Lucas, Odette Annable, Michael Stahl-David, Mike Vogel, T.J. Miller, Anjul Nigam, Margot Farley, Theo Rossi, Brian Klugman","Doug J. Meerdink, Ellen Mirojnick, Robert Greenfield, Chantal Feghali, Kevin Stitt, J.J. Abrams, Goro Koyama, Andy Malcolm, Matt Reeves, Chad S. Frey","Action, Thriller, Science Fiction"
1818,25000000,Science Fiction,1497,"crime fighter, fight, mutant, turtle, ninja, reporter, new york city",en,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",15.505137,"New Line Cinema, Golden Harvest Company","Hong Kong, United States of America",3/22/1991,78000000,88.0,English,Released,"Cowabunga, it's the new turtle movie.",Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,286,"Paige Turco, David Warner, Michelan Sisti, Leif Tilden, Kenn Scott, Mark Caso, Kevin Clash, Ernie Reyes, Jr., François Chau, Toshishiro Obata","Lynn Stalmaster, Shelly Johnson, Steve Mirkovich, John Du Prez, Roy Forge Smith, Thomas K. Gray, Kevin Eastman, Peter Laird, Raymond Chow, Michael Pressman","Science Fiction, Adventure, Action, Comedy, Family"
1819,25000000,Crime,117,"white suit, al capone, tough cop, treasury agent, untouchable, tax evasion, jury tampering, rule of law, rooftop chase, cutting face while shaving",en,The Untouchables,"Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jimmy Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.",38.272889,Paramount Pictures,United States of America,6/2/1987,76270454,119.0,English,Released,What are you prepared to do?,The Untouchables,7.6,1384,"Kevin Costner, Sean Connery, Charles Martin Smith, Andy García, Robert De Niro, Richard Bradford, Jack Kehoe, Brad Sullivan, Billy Drago, Patricia Clarkson","Gerald B. Greenberg, Brian De Palma, Art Linson, David Mamet, Oscar Fraley, Eliot Ness, Stephen H. Burum, Ennio Morricone, William A. Elliott, Hal Gausman","Crime, Drama, History, Thriller"
1820,25000000,Crime,6977,"texas, drug traffic, hitman, united states–mexico barrier, suspense",en,No Country for Old Men,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",53.645267000000004,"Miramax Films, Scott Rudin Productions, Paramount Vantage, Mike Zoss Productions",United States of America,11/8/2007,171600000,122.0,"English, Español",Released,There are no clean getaways.,No Country for Old Men,7.7,3003,"Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson, Kelly Macdonald, Garret Dillahunt, Tess Harper, Barry Corbin, Stephen Root, Rodger Boyce","Roger Deakins, Nancy Haigh, Joel Coen, Joel Coen, Joel Coen, Joel Coen, Ethan Coen, Ethan Coen, Ethan Coen, Ethan Coen","Crime, Drama, Thriller"
1821,25000000,Action,168530,"police operation, police officer, brother-in-law brother-in-law relationship, duringcreditsstinger, black men",en,Ride Along,"For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.",28.468000000000004,"Universal Pictures, Rainforest Films, Cube Vision, Relativity Media",United States of America,1/7/2014,153997819,99.0,English,Released,Propose to this cop's sister? Rookie mistake.,Ride Along,6.1,853,"Ice Cube, Kevin Hart, John Leguizamo, Bruce McGill, Tika Sumpter, Bryan Callen, Laurence Fishburne, Gary Owen, Jacob Latimore, Jay Pharoah","Chris Bender, Victoria Thomas, Craig Alpert, Ice Cube, Larry Brezner, William Packer, J.C. Spink, Tim Story, Larry Blanford, Greg Coolidge","Action, Comedy"
